,emotion,gender,intensity,rms0,chroma_stft0,chroma_stft1,chroma_stft2,chroma_stft3,chroma_stft4,chroma_stft5,chroma_stft6,chroma_stft7,chroma_stft8,chroma_stft9,chroma_stft10,chroma_stft11,spec_cent0,spec_rolloff0,zcr0
0,01,01,01,0.0021669757552444935,0.4903676509857178,0.3596591353416443,0.4116836488246918,0.4536956250667572,0.41608530282974243,0.45809343457221985,0.4276820719242096,0.4224792718887329,0.4262644946575165,0.46199092268943787,0.5335454344749451,0.5147552490234375,3292.791390711846,6144.83912935193,0.33194604656040266
1,01,01,01,0.0030386594589799643,0.4339557886123657,0.42080265283584595,0.3920445144176483,0.45471906661987305,0.5411875247955322,0.6012143492698669,0.5687118172645569,0.488711953163147,0.5186398029327393,0.48195692896842957,0.45335179567337036,0.44400447607040405,3291.333894801519,6386.78919312301,0.28288278761942676
2,03,01,01,0.005466813687235117,0.4143434166908264,0.3291005790233612,0.2928796112537384,0.34273019433021545,0.335635244846344,0.34112563729286194,0.40447866916656494,0.3924723267555237,0.4195103645324707,0.4513203501701355,0.4796346127986908,0.4488637447357178,3145.441995502617,5718.169696514423,0.24798740484775642
3,03,01,01,0.006496799644082785,0.4187769889831543,0.3949126899242401,0.4318279027938843,0.5445941686630249,0.5558308362960815,0.4943625330924988,0.503282904624939,0.43027999997138977,0.3672126531600952,0.353647917509079,0.41074642539024353,0.42717212438583374,2866.8897153798343,5730.440090013587,0.25131017080745344
4,04,01,01,0.0031491003464907408,0.3282744586467743,0.29294493794441223,0.26791462302207947,0.3504856824874878,0.30866166949272156,0.30837851762771606,0.28893208503723145,0.317585825920105,0.39976295828819275,0.46537476778030396,0.43240436911582947,0.3930104672908783,2198.0715175478977,4113.172060726611,0.23691526073619631
5,04,01,01,0.0028607374988496304,0.4001089930534363,0.38599908351898193,0.3534252345561981,0.41852059960365295,0.42611727118492126,0.4316084682941437,0.41214051842689514,0.39887553453445435,0.3142028748989105,0.30203312635421753,0.3795102834701538,0.40906524658203125,2481.399224053476,4817.402716958599,0.2820212977707006
6,04,01,02,0.006022969260811806,0.6837774515151978,0.5031577348709106,0.4296107888221741,0.3656046986579895,0.30612391233444214,0.30606797337532043,0.30786481499671936,0.3589569330215454,0.3623785078525543,0.42524734139442444,0.49903756380081177,0.6778079271316528,3169.680608625775,5616.287364130435,0.33804226513975155
7,04,01,02,0.003122632624581456,0.4503953456878662,0.48976561427116394,0.41920509934425354,0.39073213934898376,0.3425806164741516,0.3422160744667053,0.32441267371177673,0.33487072587013245,0.3804999887943268,0.3683735728263855,0.36842575669288635,0.37841126322746277,2590.5422656251353,4704.395452535377,0.25043607507861637
8,03,01,02,0.02613547444343567,0.43772780895233154,0.36416375637054443,0.3768213987350464,0.41752925515174866,0.35848167538642883,0.3755851089954376,0.38054731488227844,0.4092440903186798,0.40214240550994873,0.49301865696907043,0.5940552353858948,0.48128655552864075,3141.5887673631123,5894.2135833030525,0.23117846111918605
9,03,01,02,0.029418792575597763,0.4265146851539612,0.3904520571231842,0.38625606894493103,0.33262836933135986,0.2706003189086914,0.29175230860710144,0.3037478029727936,0.3441132605075836,0.3887900710105896,0.42882177233695984,0.4961225092411041,0.4455496072769165,2843.732385330776,5271.838848407452,0.1735401642628205
10,04,01,01,0.004136619623750448,0.28211480379104614,0.33000606298446655,0.37229305505752563,0.32694417238235474,0.3914848864078522,0.4308586120605469,0.5334421396255493,0.5903499722480774,0.6025195717811584,0.5442684292793274,0.5060186386108398,0.45688802003860474,3066.814127374432,5501.800689697266,0.2837860107421875
11,04,01,02,0.004621873144060373,0.3984370231628418,0.3530258238315582,0.4159247577190399,0.4423958957195282,0.35561034083366394,0.3562981188297272,0.40722814202308655,0.5460596084594727,0.6501691341400146,0.5627316236495972,0.5039024949073792,0.5134613513946533,3121.898566164944,5730.506537370621,0.30533750497611467
12,04,02,02,0.004061202984303236,0.4660710394382477,0.5147253274917603,0.5258802175521851,0.5465295314788818,0.5371366739273071,0.6200466752052307,0.6161378622055054,0.5545122623443604,0.4833945333957672,0.42867112159729004,0.4401405453681946,0.4478802978992462,3195.1135229970064,5915.592447916667,0.3293056588955027
13,04,02,01,0.004265693016350269,0.49345123767852783,0.4336363673210144,0.49813929200172424,0.5428808331489563,0.42419183254241943,0.3804508447647095,0.4089011549949646,0.41344693303108215,0.37075841426849365,0.36684560775756836,0.4478597640991211,0.5506682991981506,2907.7782288675194,5385.399929982312,0.2635920302672956
14,03,02,02,0.022479312494397163,0.5833587050437927,0.6767600178718567,0.5069150924682617,0.39057695865631104,0.36453962326049805,0.4037766456604004,0.40972232818603516,0.36668792366981506,0.39901596307754517,0.4250638484954834,0.4666343033313751,0.4984690248966217,2346.5059978716454,4511.400631824172,0.1288238893072289
15,03,02,02,0.012344366870820522,0.499152809381485,0.5187814235687256,0.5041707754135132,0.4982673227787018,0.5435521006584167,0.5124260783195496,0.46578842401504517,0.45912614464759827,0.4611494243144989,0.5426474809646606,0.6842145919799805,0.6337905526161194,3108.945173179102,6358.650207519531,0.2763536241319444
16,04,02,02,0.017496442422270775,0.3126673102378845,0.35314512252807617,0.39756351709365845,0.3732605576515198,0.3548893332481384,0.37293002009391785,0.4340534210205078,0.4884066581726074,0.49815160036087036,0.49542325735092163,0.467744916677475,0.4130614399909973,2077.649174646734,3865.546417236328,0.1162017822265625
17,04,02,02,0.008871488273143768,0.42610475420951843,0.5159628987312317,0.47500357031822205,0.4446471929550171,0.4938144385814667,0.4758777320384979,0.48552456498146057,0.5719240307807922,0.5770123600959778,0.595757246017456,0.5103985071182251,0.4357061982154846,2697.0581821906903,5156.852583451705,0.1705464945211039
18,04,02,01,0.006288157310336828,0.5659133791923523,0.5873693227767944,0.5591551661491394,0.5772847533226013,0.5514143109321594,0.4558841586112976,0.46942421793937683,0.4873846173286438,0.5098516345024109,0.5404840707778931,0.5573870539665222,0.5473433136940002,2113.9931043717916,4888.179713369205,0.11814789424668874
19,04,02,01,0.0024450416676700115,0.523644208908081,0.5984527468681335,0.6262882947921753,0.6514890789985657,0.6028096079826355,0.5333574414253235,0.4674282371997833,0.503592312335968,0.5152256488800049,0.5202428102493286,0.5454877614974976,0.5344437956809998,2695.0597536847185,5031.218927556818,0.16600928368506493
20,03,02,01,0.003384318668395281,0.4710055887699127,0.5456693172454834,0.5919925570487976,0.6111870408058167,0.5831812620162964,0.45334362983703613,0.43922099471092224,0.5031933188438416,0.5834367871284485,0.575756311416626,0.5787400007247925,0.5016205310821533,2913.241611533757,5980.691130264946,0.264595363451087
21,03,02,01,0.0034991970751434565,0.5568943023681641,0.6037564873695374,0.5300869941711426,0.4991452395915985,0.552403450012207,0.5305860042572021,0.39767342805862427,0.374210000038147,0.44693470001220703,0.5038334727287292,0.4464585781097412,0.4266452193260193,2631.3726546878447,5334.6357421875,0.26706380208333336
22,01,02,01,0.0024383426643908024,0.5925757884979248,0.6382392644882202,0.6258933544158936,0.5912775993347168,0.555605947971344,0.5220327377319336,0.5676925778388977,0.5740883350372314,0.609937846660614,0.6298027038574219,0.6114662885665894,0.584559440612793,3150.454876135398,6397.498815199908,0.2997472426470588
23,01,02,01,0.0025098989717662334,0.5374930500984192,0.5427415370941162,0.4654090404510498,0.4452243447303772,0.5324918627738953,0.568461000919342,0.4865686595439911,0.46919772028923035,0.5366520881652832,0.5117160677909851,0.5059658288955688,0.4951534867286682,2939.3884908198174,5605.654509171196,0.26822714479813664
24,01,02,01,0.002282853936776519,0.45489898324012756,0.4993050694465637,0.5330095887184143,0.5805366039276123,0.6478804349899292,0.6370506286621094,0.5501673221588135,0.5492435693740845,0.581993579864502,0.590061604976654,0.5265403985977173,0.4430747628211975,2485.9109558357,5511.242586678832,0.15557994981751824
25,01,02,01,0.0017355481395497918,0.5659013986587524,0.5910706520080566,0.5557712912559509,0.569037139415741,0.5771200060844421,0.5506235957145691,0.5716375708580017,0.6711980104446411,0.6500029563903809,0.5336364507675171,0.5104147791862488,0.5085479617118835,2839.405659989568,5775.591571514423,0.2459560296474359
26,01,02,01,0.0021864164154976606,0.5211023688316345,0.5007216334342957,0.5407325029373169,0.538528561592102,0.5215480923652649,0.47837087512016296,0.48455414175987244,0.48340487480163574,0.5065997838973999,0.6099618673324585,0.5255100131034851,0.4886443018913269,2488.604351227566,5329.390869140625,0.20405970982142857
27,03,02,01,0.003576712217181921,0.5449320077896118,0.564051628112793,0.5484495759010315,0.6055405735969543,0.6096830368041992,0.6910475492477417,0.6190441250801086,0.5440095067024231,0.497579425573349,0.48411908745765686,0.5518534183502197,0.547743022441864,2615.5287425690685,5768.557871942935,0.16633406929347827
28,03,02,01,0.003080501686781645,0.4877578616142273,0.5373159646987915,0.5832201242446899,0.6560271382331848,0.6731627583503723,0.697432279586792,0.6657807230949402,0.6063034534454346,0.5670149326324463,0.5162798166275024,0.5017431378364563,0.5132097005844116,2883.057045483974,5844.4189453125,0.23842075892857142
29,04,02,01,0.0035706153139472008,0.6166180372238159,0.5920079946517944,0.5514606237411499,0.5185659527778625,0.5712743997573853,0.5313906073570251,0.5081429481506348,0.565146803855896,0.5545280575752258,0.6507088541984558,0.7242485284805298,0.6018994450569153,2120.8785766563565,4983.129541357081,0.11798309112762238
30,04,02,01,0.0020024608820676804,0.534609317779541,0.5723412036895752,0.5708837509155273,0.5699576735496521,0.5737177729606628,0.5244872570037842,0.48791924118995667,0.5162302255630493,0.5896282196044922,0.5611769556999207,0.5054675936698914,0.48191848397254944,3049.0594732742697,5934.774502840909,0.2976264458198052
31,04,02,02,0.006125159561634064,0.5758188962936401,0.5653867721557617,0.5680931806564331,0.5610509514808655,0.5066334009170532,0.48621073365211487,0.48905864357948303,0.4990622401237488,0.4897250533103943,0.4935484826564789,0.580449104309082,0.6011412143707275,3303.2569733864993,6144.452700407609,0.30919424495341613
32,04,02,02,0.006768297869712114,0.6478034257888794,0.6038300395011902,0.6051374673843384,0.5960686802864075,0.5683117508888245,0.5230070948600769,0.5202939510345459,0.561384916305542,0.5832890868186951,0.605523943901062,0.6056329011917114,0.6359866857528687,2124.705839258014,4382.873944788171,0.13913393980704697
33,03,02,02,0.008173048496246338,0.5117052793502808,0.4750162661075592,0.4701661467552185,0.47934967279434204,0.5117372870445251,0.5063719749450684,0.5129349231719971,0.4823060929775238,0.5048760771751404,0.5274763107299805,0.5706353187561035,0.5900479555130005,2896.3106946406647,5557.2509765625,0.22177933673469388
34,03,02,02,0.013980492949485779,0.4618436396121979,0.4551977217197418,0.465266615152359,0.48459094762802124,0.5162816047668457,0.5170071721076965,0.4535876214504242,0.4836161136627197,0.4726443290710449,0.4912206828594208,0.5747688412666321,0.509949803352356,2588.420447048486,5683.339585057947,0.19339494515728478
35,04,02,01,0.0004171589098405093,0.41319382190704346,0.44144347310066223,0.5242688059806824,0.601892352104187,0.6818796992301941,0.7406947612762451,0.6357725858688354,0.6228045225143433,0.5195072889328003,0.44623592495918274,0.4481089115142822,0.46298104524612427,3091.3916159588393,6228.515625,0.31509088010204084
36,04,02,01,0.0036003903951495886,0.49975618720054626,0.528761088848114,0.5114588737487793,0.5421196818351746,0.5605751872062683,0.5815951824188232,0.5798091888427734,0.673082709312439,0.5927932262420654,0.524276852607727,0.539923906326294,0.5434699654579163,3014.1857538159225,5924.9436598557695,0.32408728966346156
37,03,02,01,0.0036816697102040052,0.4926456809043884,0.5118727087974548,0.6280955672264099,0.6722898483276367,0.6690678596496582,0.649172306060791,0.4791710078716278,0.40854424238204956,0.40180444717407227,0.4607886075973511,0.511796772480011,0.5364495515823364,2167.7226820234555,4621.507252513112,0.12822333916083917
38,03,02,02,0.009429912082850933,0.41350680589675903,0.4915832281112671,0.4230650067329407,0.33292341232299805,0.37506458163261414,0.352761447429657,0.35606107115745544,0.46171966195106506,0.5554089546203613,0.5175530314445496,0.4419415593147278,0.4063235819339752,2525.110355252852,5160.090748856707,0.15461544874237804
39,04,02,02,0.012687547132372856,0.3829646706581116,0.3365226089954376,0.37633857131004333,0.487153023481369,0.49596989154815674,0.46471455693244934,0.4221557080745697,0.4569132328033447,0.4516659080982208,0.5032856464385986,0.5473870635032654,0.4209012985229492,2642.139223823444,5146.318518597147,0.2884521484375
40,04,02,02,0.0009937821887433529,0.5546217560768127,0.6133617162704468,0.5359076857566833,0.47887471318244934,0.45815643668174744,0.44891050457954407,0.45420846343040466,0.5259432196617126,0.5461665987968445,0.6307482123374939,0.6056982278823853,0.5057639479637146,2890.410419974239,5879.328945543639,0.2702680057322485
41,03,01,02,0.010518471710383892,0.4147639870643616,0.3214457631111145,0.27076563239097595,0.36878904700279236,0.3702179491519928,0.3094664514064789,0.36992785334587097,0.39978083968162537,0.4302900731563568,0.36923184990882874,0.346506804227829,0.3702998757362366,2633.412429037431,5010.234734470859,0.23497112250766872
42,04,01,02,0.0033038354013115168,0.45833295583724976,0.48099109530448914,0.5246608257293701,0.4920158386230469,0.4289555251598358,0.4134463965892792,0.47744494676589966,0.4813827872276306,0.39363837242126465,0.36914142966270447,0.3982776999473572,0.4039374887943268,2360.4987231518135,4967.773293887868,0.13766371783088235
43,04,01,02,0.01433231309056282,0.4018334150314331,0.3784146308898926,0.38758841156959534,0.3500167727470398,0.36683642864227295,0.4102621376514435,0.44819602370262146,0.47718214988708496,0.46428242325782776,0.47879770398139954,0.48490625619888306,0.42873015999794006,3243.321462221782,6048.829725922131,0.3032600110997268
44,03,01,02,0.026347719132900238,0.4664102792739868,0.3785448968410492,0.3081566393375397,0.322316437959671,0.3318607211112976,0.39088016748428345,0.41576987504959106,0.45606136322021484,0.5039054155349731,0.5401636958122253,0.5696224570274353,0.5333585143089294,3348.6549849121543,6144.626177619485,0.2675924862132353
45,03,01,01,0.00446090754121542,0.5164507627487183,0.5164192318916321,0.5017975568771362,0.517381489276886,0.4939563572406769,0.4872382581233978,0.4169309139251709,0.3823365271091461,0.39715954661369324,0.43205153942108154,0.5114004611968994,0.5495630502700806,3426.1845398746455,6259.245815656043,0.22634584540562913
46,04,01,01,0.0005804808461107314,0.3597027659416199,0.3570963740348816,0.3326845169067383,0.3634747862815857,0.3100067973136902,0.2981962561607361,0.34237977862358093,0.5478724837303162,0.632023811340332,0.5109597444534302,0.42952287197113037,0.37492164969444275,2768.933024356893,5124.238649133134,0.3118511879280822
47,04,01,01,0.0014595022657886147,0.30324697494506836,0.322177529335022,0.37210118770599365,0.43431252241134644,0.45898374915122986,0.5357794761657715,0.5856276750564575,0.7274744510650635,0.7242606282234192,0.512344241142273,0.36451455950737,0.32317814230918884,2384.783937936107,5443.345289963942,0.1445155999599359
48,03,01,01,0.005472191143780947,0.4740786850452423,0.40567150712013245,0.34208303689956665,0.388296514749527,0.35006117820739746,0.31104421615600586,0.34429553151130676,0.3938419818878174,0.4700789451599121,0.4389570653438568,0.35911646485328674,0.4275754988193512,2906.599517797745,5205.217179008152,0.3142105007763975
49,03,01,02,0.0616011768579483,0.3498851954936981,0.3959070146083832,0.40274539589881897,0.39538276195526123,0.45865875482559204,0.4880758225917816,0.5067235231399536,0.5235126614570618,0.5371986627578735,0.5187253952026367,0.47253718972206116,0.35796308517456055,3172.6277323789404,6053.459131994913,0.17690827125726744
50,03,01,02,0.024494722485542297,0.39879730343818665,0.35162582993507385,0.37650373578071594,0.41079244017601013,0.42563506960868835,0.4548397362232208,0.4772496223449707,0.5825527906417847,0.547301173210144,0.4589325189590454,0.49549832940101624,0.47116735577583313,3318.375826073063,6171.178225651841,0.3135544478527607
51,04,01,02,0.006296561099588871,0.49243322014808655,0.4692087471485138,0.5308799147605896,0.49524810910224915,0.41475483775138855,0.4129227101802826,0.3750595152378082,0.41176313161849976,0.3964630365371704,0.38693588972091675,0.3733731806278229,0.4189165234565735,3247.042363383074,5836.071416188979,0.31552792159763315
52,04,01,01,0.0022727700415998697,0.4846809208393097,0.5045303106307983,0.4521089196205139,0.45734918117523193,0.42002072930336,0.45297563076019287,0.42492005228996277,0.46743425726890564,0.5248708128929138,0.5384023189544678,0.48148566484451294,0.4679168164730072,3003.674149002901,5576.133375901442,0.2667737129407051
53,03,01,01,0.006688590161502361,0.46362438797950745,0.4394749104976654,0.4049367606639862,0.47723957896232605,0.43954142928123474,0.4667087197303772,0.48341694474220276,0.5711185932159424,0.6087950468063354,0.5251994729042053,0.49414122104644775,0.48061949014663696,3194.5440419796423,5941.404813878677,0.3023546006944444
54,03,01,01,0.017515892162919044,0.4239256680011749,0.4335629343986511,0.4755902588367462,0.5243902802467346,0.4487215280532837,0.4497622549533844,0.44664764404296875,0.4596501290798187,0.4332844614982605,0.46005240082740784,0.4692942202091217,0.3924718201160431,2601.1135122774126,5292.287109375,0.12427408854166666
55,01,01,01,0.0023512085899710655,0.46351906657218933,0.4017990827560425,0.38721731305122375,0.3859594464302063,0.36950936913490295,0.37375330924987793,0.4101865589618683,0.47739431262016296,0.4961186647415161,0.47347819805145264,0.4612165689468384,0.4703215956687927,2769.1285842816874,5054.267951333599,0.2984766869028662
56,01,01,01,0.0020598762203007936,0.40800848603248596,0.4312085807323456,0.4751516580581665,0.5504695773124695,0.688931405544281,0.6657283306121826,0.5325188636779785,0.43723008036613464,0.3957444131374359,0.36014968156814575,0.39094507694244385,0.44052278995513916,3226.349502093952,5775.894703584559,0.1982421875
57,01,01,01,0.0021528038196265697,0.32969197630882263,0.347428560256958,0.31368783116340637,0.3088809549808502,0.2981959879398346,0.4250534474849701,0.40292513370513916,0.34983620047569275,0.3441859781742096,0.3311862647533417,0.33093225955963135,0.3415369987487793,2338.735276324002,4345.323486328125,0.2488037109375
58,01,01,01,0.007954014465212822,0.3361127972602844,0.30886685848236084,0.2896971106529236,0.32679593563079834,0.39306366443634033,0.5334337949752808,0.480830579996109,0.47142085433006287,0.4831353425979614,0.4900302588939667,0.3838396370410919,0.39950740337371826,2848.4074618758013,5738.5986328125,0.1440276139937107
